booking_id,room,start_date,end_date,request_id,prefix_room,bookings_days,client_name,room_type,request_type,adults,childrens,total_occupancy,price_day,capacity,total_price,overcrowded
8106,S86,2016-03-25,2016-03-29,3908,S,4,Delaney Kemmer,conference_room_small,wedding,25,38,63,80,15,320,1
8107,X57,2016-01-31,2016-02-06,3909,X,6,Adolf Zulauf,deluxe_room,business,2,0,2,150,3,900,0
8108,X46,2016-02-21,2016-02-27,3911,X,6,Ima Stanton,deluxe_room,business,5,1,6,150,3,900,1
8109,X47,2016-02-21,2016-02-27,3911,X,6,Ima Stanton,deluxe_room,business,5,1,6,150,3,900,1
8110,L60,2016-01-19,2016-01-24,3912,L,5,Mrs. Shirleyann Bauch,conference_room_large,conference,17,0,17,150,50,750,0
8111,X25,2016-02-22,2016-02-24,3913,X,2,Bishop Hauck,deluxe_room,business,2,0,2,150,3,300,0
8112,L49,2016-01-17,2016-01-21,3914,L,4,Mr. Curley Lindgren,conference_room_large,wedding,50,42,92,150,50,600,1
8113,L50,2016-01-17,2016-01-21,3914,L,4,Mr. Curley Lindgren,conference_room_large,wedding,50,42,92,150,50,600,1
8114,X71,2016-01-17,2016-01-28,3915,X,11,Dr. Derl Brown,deluxe_room,business,3,1,4,150,3,1650,1
8115,X72,2016-01-17,2016-01-28,3915,X,11,Dr. Derl Brown,deluxe_room,business,3,1,4,150,3,1650,1
8116,X28,2016-02-05,2016-02-08,3916,X,3,Horacio Runolfsdottir,deluxe_room,business,4,1,5,150,3,450,1
8117,X29,2016-02-05,2016-02-08,3916,X,3,Horacio Runolfsdottir,deluxe_room,business,4,1,5,150,3,450,1
8118,N144,2016-03-19,2016-03-24,3917,N,5,Auther Grady,normal_room,business,1,0,1,80,1,400,0
8119,N184,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8120,N185,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8121,N186,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8122,N187,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8123,N188,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8124,N189,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8125,N190,2016-03-26,2016-03-31,3919,N,5,Samie Cummings,normal_room,business,7,0,7,80,1,400,1
8126,N174,2016-02-20,2016-02-23,3920,N,3,Evelyne Krajcik,normal_room,holiday,4,0,4,80,1,240,1
8127,N175,2016-02-20,2016-02-23,3920,N,3,Evelyne Krajcik,normal_room,holiday,4,0,4,80,1,240,1
8128,N176,2016-02-20,2016-02-23,3920,N,3,Evelyne Krajcik,normal_room,holiday,4,0,4,80,1,240,1
8129,N177,2016-02-20,2016-02-23,3920,N,3,Evelyne Krajcik,normal_room,holiday,4,0,4,80,1,240,1
8130,N145,2016-03-23,2016-03-24,3921,N,1,Miss Delpha Marks PhD,normal_room,business,2,1,3,80,1,80,1
8131,N146,2016-03-23,2016-03-24,3921,N,1,Miss Delpha Marks PhD,normal_room,business,2,1,3,80,1,80,1
8132,N147,2016-03-23,2016-03-24,3921,N,1,Miss Delpha Marks PhD,normal_room,business,2,1,3,80,1,80,1
8133,X63,2016-01-15,2016-01-22,3922,X,7,Mrs. Brittnay Windler,deluxe_room,holiday,3,4,7,150,3,1050,1
8134,X64,2016-01-15,2016-01-22,3922,X,7,Mrs. Brittnay Windler,deluxe_room,holiday,3,4,7,150,3,1050,1
8135,X65,2016-01-15,2016-01-22,3922,X,7,Mrs. Brittnay Windler,deluxe_room,holiday,3,4,7,150,3,1050,1
8136,X37,2016-03-15,2016-03-21,3923,X,6,Dr. Eldred Nitzsche,deluxe_room,holiday,2,0,2,150,3,900,0
8137,S116,2016-01-31,2016-02-10,3924,S,10,Nathaniel Schulist,conference_room_small,conference,20,0,20,80,15,800,1
8138,S117,2016-01-31,2016-02-10,3924,S,10,Nathaniel Schulist,conference_room_small,conference,20,0,20,80,15,800,1
8139,S66,2016-01-04,2016-01-15,3925,S,11,Carl Kulas,conference_room_small,conference,32,0,32,80,15,880,1
8140,S67,2016-01-04,2016-01-15,3925,S,11,Carl Kulas,conference_room_small,conference,32,0,32,80,15,880,1
8141,S68,2016-01-04,2016-01-15,3925,S,11,Carl Kulas,conference_room_small,conference,32,0,32,80,15,880,1
8142,S107,2016-01-21,2016-01-27,3926,S,6,Nellie Gibson,conference_room_small,conference,29,0,29,80,15,480,1
8143,S108,2016-01-21,2016-01-27,3926,S,6,Nellie Gibson,conference_room_small,conference,29,0,29,80,15,480,1
8144,L37,2016-01-24,2016-01-31,3927,L,7,Kyler Skiles,conference_room_large,wedding,10,0,10,150,50,1050,0
8145,L27,2016-02-28,2016-02-29,3928,L,1,Claiborne Roob V,conference_room_large,party,30,11,41,150,50,150,0
8146,L41,2016-02-05,2016-02-09,3929,L,4,Theola Borer,conference_room_large,wedding,32,23,55,150,50,600,1
8147,L42,2016-02-05,2016-02-09,3929,L,4,Theola Borer,conference_room_large,wedding,32,23,55,150,50,600,1
8148,S115,2016-01-14,2016-01-18,3930,S,4,Luna Schultz,conference_room_small,conference,24,0,24,80,15,320,1
8149,S128,2016-01-14,2016-01-18,3930,S,4,Luna Schultz,conference_room_small,conference,24,0,24,80,15,320,1
8150,X26,2016-02-19,2016-02-24,3931,X,5,Rodger West,deluxe_room,holiday,4,2,6,150,3,750,1
8151,X27,2016-02-19,2016-02-24,3931,X,5,Rodger West,deluxe_room,holiday,4,2,6,150,3,750,1
8152,D48,2016-01-07,2016-01-13,3932,D,6,Elroy Reilly,double_room,business,1,0,1,100,3,600,0
8153,D64,2016-02-25,2016-02-26,3933,D,1,Eric Auer,double_room,business,3,0,3,100,3,100,0
8154,L62,2016-01-13,2016-01-15,3934,L,2,Ingeborg Luettgen,conference_room_large,wedding,35,30,65,150,50,300,1
8155,L64,2016-01-13,2016-01-15,3934,L,2,Ingeborg Luettgen,conference_room_large,wedding,35,30,65,150,50,300,1
8156,X8,2016-01-01,2016-01-03,3935,X,2,Jerry Simonis,deluxe_room,business,1,0,1,150,3,300,0
8157,N44,2016-03-12,2016-03-13,3936,N,1,Corrie Berge DVM,normal_room,business,4,0,4,80,1,80,1
8158,N45,2016-03-12,2016-03-13,3936,N,1,Corrie Berge DVM,normal_room,business,4,0,4,80,1,80,1
8159,N46,2016-03-12,2016-03-13,3936,N,1,Corrie Berge DVM,normal_room,business,4,0,4,80,1,80,1
8160,N47,2016-03-12,2016-03-13,3936,N,1,Corrie Berge DVM,normal_room,business,4,0,4,80,1,80,1
8161,D23,2016-01-16,2016-01-20,3937,D,4,Mr. Anton Weber Sr.,double_room,holiday,2,2,4,100,3,400,1
8162,D26,2016-01-16,2016-01-20,3937,D,4,Mr. Anton Weber Sr.,double_room,holiday,2,2,4,100,3,400,1
8163,X59,2016-02-08,2016-02-11,3938,X,3,Reese Will,deluxe_room,holiday,2,1,3,150,3,450,0
8164,N10,2016-01-25,2016-01-26,3939,N,1,Bridger Leffler,normal_room,business,5,0,5,80,1,80,1
8165,N34,2016-01-25,2016-01-26,3939,N,1,Bridger Leffler,normal_room,business,5,0,5,80,1,80,1
8166,N35,2016-01-25,2016-01-26,3939,N,1,Bridger Leffler,normal_room,business,5,0,5,80,1,80,1
8167,N36,2016-01-25,2016-01-26,3939,N,1,Bridger Leffler,normal_room,business,5,0,5,80,1,80,1
8168,N37,2016-01-25,2016-01-26,3939,N,1,Bridger Leffler,normal_room,business,5,0,5,80,1,80,1
8169,L51,2016-01-20,2016-01-23,3940,L,3,Ms. Emmer Batz DDS,conference_room_large,party,21,24,45,150,50,450,0
8170,X55,2016-02-12,2016-02-19,3941,X,7,Mr. Gale Frami,deluxe_room,business,1,0,1,150,3,1050,0
8171,D54,2016-01-21,2016-01-25,3942,D,4,Dr. Dorris Robel MD,double_room,holiday,1,1,2,100,3,400,0
8172,S11,2016-02-01,2016-02-02,3943,S,1,Che Cartwright V,conference_room_small,party,24,41,65,80,15,80,1
8173,S16,2016-02-01,2016-02-02,3943,S,1,Che Cartwright V,conference_room_small,party,24,41,65,80,15,80,1
8174,S17,2016-02-01,2016-02-02,3943,S,1,Che Cartwright V,conference_room_small,party,24,41,65,80,15,80,1
8175,S19,2016-02-01,2016-02-02,3943,S,1,Che Cartwright V,conference_room_small,party,24,41,65,80,15,80,1
8176,S20,2016-02-01,2016-02-02,3943,S,1,Che Cartwright V,conference_room_small,party,24,41,65,80,15,80,1
8177,N63,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8178,N70,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8179,N92,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8180,N93,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8181,N94,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8182,N133,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8183,N134,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8184,N135,2016-03-15,2016-03-16,3944,N,1,Wellington Pfannerstill,normal_room,holiday,4,4,8,80,1,80,1
8185,N154,2016-02-12,2016-02-17,3945,N,5,Elta McGlynn,normal_room,business,6,0,6,80,1,400,1
8186,N155,2016-02-12,2016-02-17,3945,N,5,Elta McGlynn,normal_room,business,6,0,6,80,1,400,1
8187,N156,2016-02-12,2016-02-17,3945,N,5,Elta McGlynn,normal_room,business,6,0,6,80,1,400,1
8188,N157,2016-02-12,2016-02-17,3945,N,5,Elta McGlynn,normal_room,business,6,0,6,80,1,400,1
8189,N158,2016-02-12,2016-02-17,3945,N,5,Elta McGlynn,normal_room,business,6,0,6,80,1,400,1
8190,N159,2016-02-12,2016-02-17,3945,N,5,Elta McGlynn,normal_room,business,6,0,6,80,1,400,1
8191,X41,2016-03-07,2016-03-11,3946,X,4,Kip Huel,deluxe_room,holiday,1,0,1,150,3,600,0
8192,X48,2016-02-21,2016-03-01,3947,X,9,Vernia Runolfsson DVM,deluxe_room,holiday,2,5,7,150,3,1350,1
8193,X49,2016-02-21,2016-03-01,3947,X,9,Vernia Runolfsson DVM,deluxe_room,holiday,2,5,7,150,3,1350,1
8194,X50,2016-02-21,2016-03-01,3947,X,9,Vernia Runolfsson DVM,deluxe_room,holiday,2,5,7,150,3,1350,1
8195,N107,2016-02-26,2016-03-01,3948,N,4,Wilda Brekke,normal_room,business,1,0,1,80,1,320,0
8196,X60,2016-01-08,2016-01-11,3949,X,3,Tamara Lakin,deluxe_room,holiday,2,0,2,150,3,450,0
8197,L59,2016-03-08,2016-03-15,3950,L,7,Dr. Aliana Schneider,conference_room_large,conference,28,0,28,150,50,1050,0
8198,X31,2016-03-30,2016-04-05,3951,X,6,Dr. Enrique Mertz V,deluxe_room,business,1,0,1,150,3,900,0
8199,X38,2016-03-11,2016-03-18,3952,X,7,Jasen Deckow,deluxe_room,business,2,0,2,150,3,1050,0
8200,D49,2016-02-28,2016-03-02,3953,D,3,Amya Hermann,double_room,business,1,0,1,100,3,300,0
8201,N111,2016-03-24,2016-03-30,3954,N,6,Vena Boyle,normal_room,business,5,1,6,80,1,480,1
8202,N114,2016-03-24,2016-03-30,3954,N,6,Vena Boyle,normal_room,business,5,1,6,80,1,480,1
8203,N115,2016-03-24,2016-03-30,3954,N,6,Vena Boyle,normal_room,business,5,1,6,80,1,480,1
8204,N142,2016-03-24,2016-03-30,3954,N,6,Vena Boyle,normal_room,business,5,1,6,80,1,480,1
8205,N143,2016-03-24,2016-03-30,3954,N,6,Vena Boyle,normal_room,business,5,1,6,80,1,480,1
8206,N144,2016-03-24,2016-03-30,3954,N,6,Vena Boyle,normal_room,business,5,1,6,80,1,480,1
8207,L44,2016-01-14,2016-01-15,3955,L,1,Gerrit Hagenes,conference_room_large,party,17,34,51,150,50,150,1
8208,L45,2016-01-14,2016-01-15,3955,L,1,Gerrit Hagenes,conference_room_large,party,17,34,51,150,50,150,1
8209,S76,2016-03-21,2016-04-03,3956,S,13,Rosy Christiansen,conference_room_small,wedding,32,45,77,80,15,1040,1
8210,S77,2016-03-21,2016-04-03,3956,S,13,Rosy Christiansen,conference_room_small,wedding,32,45,77,80,15,1040,1
8211,S78,2016-03-21,2016-04-03,3956,S,13,Rosy Christiansen,conference_room_small,wedding,32,45,77,80,15,1040,1
8212,S79,2016-03-21,2016-04-03,3956,S,13,Rosy Christiansen,conference_room_small,wedding,32,45,77,80,15,1040,1
8213,S80,2016-03-21,2016-04-03,3956,S,13,Rosy Christiansen,conference_room_small,wedding,32,45,77,80,15,1040,1
8214,S81,2016-03-21,2016-04-03,3956,S,13,Rosy Christiansen,conference_room_small,wedding,32,45,77,80,15,1040,1
8215,S172,2016-03-24,2016-03-26,3957,S,2,Rae Volkman,conference_room_small,party,15,18,33,80,15,160,1
8216,S173,2016-03-24,2016-03-26,3957,S,2,Rae Volkman,conference_room_small,party,15,18,33,80,15,160,1
8217,S174,2016-03-24,2016-03-26,3957,S,2,Rae Volkman,conference_room_small,party,15,18,33,80,15,160,1
8218,N138,2016-02-07,2016-02-14,3958,N,7,Mr. Omer Hyatt,normal_room,business,4,0,4,80,1,560,1
8219,N139,2016-02-07,2016-02-14,3958,N,7,Mr. Omer Hyatt,normal_room,business,4,0,4,80,1,560,1
8220,N140,2016-02-07,2016-02-14,3958,N,7,Mr. Omer Hyatt,normal_room,business,4,0,4,80,1,560,1
8221,N141,2016-02-07,2016-02-14,3958,N,7,Mr. Omer Hyatt,normal_room,business,4,0,4,80,1,560,1
8222,L34,2016-01-01,2016-01-05,3959,L,4,Melonie Gutkowski,conference_room_large,conference,9,0,9,150,50,600,0
8223,X60,2016-02-02,2016-02-11,3960,X,9,Tiesha Rice,deluxe_room,business,7,3,10,150,3,1350,1
8224,X61,2016-02-02,2016-02-11,3960,X,9,Tiesha Rice,deluxe_room,business,7,3,10,150,3,1350,1
8225,X62,2016-02-02,2016-02-11,3960,X,9,Tiesha Rice,deluxe_room,business,7,3,10,150,3,1350,1
8226,X63,2016-02-02,2016-02-11,3960,X,9,Tiesha Rice,deluxe_room,business,7,3,10,150,3,1350,1
8227,X73,2016-01-19,2016-01-24,3961,X,5,Mr. Tyrin Marks,deluxe_room,business,1,1,2,150,3,750,0
8228,L55,2016-03-03,2016-03-12,3962,L,9,Javion Herzog,conference_room_large,conference,21,0,21,150,50,1350,0
8229,N148,2016-03-21,2016-03-25,3963,N,4,Lannie Dibbert MD,normal_room,holiday,1,2,3,80,1,320,1
8230,N149,2016-03-21,2016-03-25,3963,N,4,Lannie Dibbert MD,normal_room,holiday,1,2,3,80,1,320,1
8231,N150,2016-03-21,2016-03-25,3963,N,4,Lannie Dibbert MD,normal_room,holiday,1,2,3,80,1,320,1
8232,N74,2016-01-08,2016-01-12,3964,N,4,Carolann O'Kon DDS,normal_room,holiday,1,0,1,80,1,320,0
8233,S153,2016-01-05,2016-01-13,3965,S,8,Dr. Harmon Denesik,conference_room_small,wedding,13,42,55,80,15,640,1
8234,S154,2016-01-05,2016-01-13,3965,S,8,Dr. Harmon Denesik,conference_room_small,wedding,13,42,55,80,15,640,1
8235,S155,2016-01-05,2016-01-13,3965,S,8,Dr. Harmon Denesik,conference_room_small,wedding,13,42,55,80,15,640,1
8236,S156,2016-01-05,2016-01-13,3965,S,8,Dr. Harmon Denesik,conference_room_small,wedding,13,42,55,80,15,640,1
8237,D64,2016-03-23,2016-03-26,3966,D,3,Genie McCullough,double_room,holiday,3,2,5,100,3,300,1
8238,D65,2016-03-23,2016-03-26,3966,D,3,Genie McCullough,double_room,holiday,3,2,5,100,3,300,1
8239,X42,2016-03-03,2016-03-12,3967,X,9,Ms. Tresa Harvey,deluxe_room,business,2,0,2,150,3,1350,0
8240,S119,2016-02-10,2016-02-14,3969,S,4,Malvina Lemke,conference_room_small,conference,32,0,32,80,15,320,1
8241,S120,2016-02-10,2016-02-14,3969,S,4,Malvina Lemke,conference_room_small,conference,32,0,32,80,15,320,1
8242,S121,2016-02-10,2016-02-14,3969,S,4,Malvina Lemke,conference_room_small,conference,32,0,32,80,15,320,1
8243,S98,2016-02-25,2016-03-02,3970,S,6,Dr. Evert Bogisich,conference_room_small,conference,18,0,18,80,15,480,1
8244,S99,2016-02-25,2016-03-02,3970,S,6,Dr. Evert Bogisich,conference_room_small,conference,18,0,18,80,15,480,1
8245,L10,2016-02-10,2016-02-14,3971,L,4,Ezzard Nolan,conference_room_large,wedding,35,26,61,150,50,600,1
8246,L14,2016-02-10,2016-02-14,3971,L,4,Ezzard Nolan,conference_room_large,wedding,35,26,61,150,50,600,1
8247,S97,2016-01-17,2016-01-21,3972,S,4,Esau Collier,conference_room_small,party,30,41,71,80,15,320,1
8248,S98,2016-01-17,2016-01-21,3972,S,4,Esau Collier,conference_room_small,party,30,41,71,80,15,320,1
8249,S99,2016-01-17,2016-01-21,3972,S,4,Esau Collier,conference_room_small,party,30,41,71,80,15,320,1
8250,S100,2016-01-17,2016-01-21,3972,S,4,Esau Collier,conference_room_small,party,30,41,71,80,15,320,1
8251,S101,2016-01-17,2016-01-21,3972,S,4,Esau Collier,conference_room_small,party,30,41,71,80,15,320,1
8252,N26,2016-02-18,2016-02-20,3973,N,2,Alwilda Zieme,normal_room,holiday,4,0,4,80,1,160,1
8253,N27,2016-02-18,2016-02-20,3973,N,2,Alwilda Zieme,normal_room,holiday,4,0,4,80,1,160,1
8254,N37,2016-02-18,2016-02-20,3973,N,2,Alwilda Zieme,normal_room,holiday,4,0,4,80,1,160,1
8255,N38,2016-02-18,2016-02-20,3973,N,2,Alwilda Zieme,normal_room,holiday,4,0,4,80,1,160,1
8256,X24,2016-01-16,2016-01-17,3974,X,1,Shanon Powlowski,deluxe_room,business,2,0,2,150,3,150,0
8257,N146,2016-03-07,2016-03-10,3975,N,3,Kelley Littel,normal_room,holiday,4,0,4,80,1,240,1
8258,N147,2016-03-07,2016-03-10,3975,N,3,Kelley Littel,normal_room,holiday,4,0,4,80,1,240,1
8259,N148,2016-03-07,2016-03-10,3975,N,3,Kelley Littel,normal_room,holiday,4,0,4,80,1,240,1
8260,N149,2016-03-07,2016-03-10,3975,N,3,Kelley Littel,normal_room,holiday,4,0,4,80,1,240,1
8261,D44,2016-02-07,2016-02-11,3976,D,4,Mrs. Dellia Botsford,double_room,business,1,0,1,100,3,400,0
8262,S157,2016-01-05,2016-01-13,3977,S,8,Chynna Rodriguez,conference_room_small,wedding,40,26,66,80,15,640,1
8263,S158,2016-01-05,2016-01-13,3977,S,8,Chynna Rodriguez,conference_room_small,wedding,40,26,66,80,15,640,1
8264,S159,2016-01-05,2016-01-13,3977,S,8,Chynna Rodriguez,conference_room_small,wedding,40,26,66,80,15,640,1
8265,S160,2016-01-05,2016-01-13,3977,S,8,Chynna Rodriguez,conference_room_small,wedding,40,26,66,80,15,640,1
8266,S161,2016-01-05,2016-01-13,3977,S,8,Chynna Rodriguez,conference_room_small,wedding,40,26,66,80,15,640,1
8267,D25,2016-03-12,2016-03-17,3978,D,5,Ms. Nena Barrows,double_room,holiday,3,0,3,100,3,500,0
8268,N117,2016-01-27,2016-01-30,3979,N,3,Dr. Alvena Klein,normal_room,holiday,4,0,4,80,1,240,1
8269,N118,2016-01-27,2016-01-30,3979,N,3,Dr. Alvena Klein,normal_room,holiday,4,0,4,80,1,240,1
8270,N119,2016-01-27,2016-01-30,3979,N,3,Dr. Alvena Klein,normal_room,holiday,4,0,4,80,1,240,1
8271,N120,2016-01-27,2016-01-30,3979,N,3,Dr. Alvena Klein,normal_room,holiday,4,0,4,80,1,240,1
8272,N164,2016-03-28,2016-03-31,3980,N,3,Hessie Bode,normal_room,business,3,0,3,80,1,240,1
8273,N165,2016-03-28,2016-03-31,3980,N,3,Hessie Bode,normal_room,business,3,0,3,80,1,240,1
8274,N166,2016-03-28,2016-03-31,3980,N,3,Hessie Bode,normal_room,business,3,0,3,80,1,240,1
8275,D26,2016-01-08,2016-01-11,3981,D,3,Mozell Weber,double_room,business,2,0,2,100,3,300,0
8276,L56,2016-02-28,2016-03-09,3982,L,10,Tomie Schuppe,conference_room_large,wedding,25,31,56,150,50,1500,1
8277,L57,2016-02-28,2016-03-09,3982,L,10,Tomie Schuppe,conference_room_large,wedding,25,31,56,150,50,1500,1
8278,L49,2016-03-10,2016-03-13,3983,L,3,Konner Wyman,conference_room_large,wedding,28,44,72,150,50,450,1
8279,L50,2016-03-10,2016-03-13,3983,L,3,Konner Wyman,conference_room_large,wedding,28,44,72,150,50,450,1
8280,N121,2016-01-27,2016-01-29,3984,N,2,Adria Schaefer,normal_room,holiday,2,2,4,80,1,160,1
8281,N122,2016-01-27,2016-01-29,3984,N,2,Adria Schaefer,normal_room,holiday,2,2,4,80,1,160,1
8282,N123,2016-01-27,2016-01-29,3984,N,2,Adria Schaefer,normal_room,holiday,2,2,4,80,1,160,1
8283,N124,2016-01-27,2016-01-29,3984,N,2,Adria Schaefer,normal_room,holiday,2,2,4,80,1,160,1
8284,N6,2016-01-29,2016-01-30,3985,N,1,Lorne Gleason,normal_room,holiday,4,2,6,80,1,80,1
8285,N7,2016-01-29,2016-01-30,3985,N,1,Lorne Gleason,normal_room,holiday,4,2,6,80,1,80,1
8286,N8,2016-01-29,2016-01-30,3985,N,1,Lorne Gleason,normal_room,holiday,4,2,6,80,1,80,1
8287,N9,2016-01-29,2016-01-30,3985,N,1,Lorne Gleason,normal_room,holiday,4,2,6,80,1,80,1
8288,N10,2016-01-29,2016-01-30,3985,N,1,Lorne Gleason,normal_room,holiday,4,2,6,80,1,80,1
8289,N11,2016-01-29,2016-01-30,3985,N,1,Lorne Gleason,normal_room,holiday,4,2,6,80,1,80,1
8290,N114,2016-01-04,2016-01-06,3986,N,2,Ms. Celina Gottlieb DVM,normal_room,holiday,3,1,4,80,1,160,1
8291,N115,2016-01-04,2016-01-06,3986,N,2,Ms. Celina Gottlieb DVM,normal_room,holiday,3,1,4,80,1,160,1
8292,N116,2016-01-04,2016-01-06,3986,N,2,Ms. Celina Gottlieb DVM,normal_room,holiday,3,1,4,80,1,160,1
8293,N117,2016-01-04,2016-01-06,3986,N,2,Ms. Celina Gottlieb DVM,normal_room,holiday,3,1,4,80,1,160,1
8294,S100,2016-02-23,2016-02-27,3987,S,4,Webb McKenzie,conference_room_small,conference,16,0,16,80,15,320,1
8295,S101,2016-02-23,2016-02-27,3987,S,4,Webb McKenzie,conference_room_small,conference,16,0,16,80,15,320,1
8296,D52,2016-03-29,2016-04-01,3988,D,3,Bambi Turner,double_room,business,2,0,2,100,3,300,0
8297,L43,2016-02-06,2016-02-13,3989,L,7,Vickie Willms DVM,conference_room_large,party,41,27,68,150,50,1050,1
8298,L44,2016-02-06,2016-02-13,3989,L,7,Vickie Willms DVM,conference_room_large,party,41,27,68,150,50,1050,1
8299,N169,2016-03-13,2016-03-17,3990,N,4,Dr. Wilford Bashirian,normal_room,business,1,0,1,80,1,320,0
8300,S152,2016-01-08,2016-01-11,3991,S,3,Lockie Ondricka,conference_room_small,conference,26,0,26,80,15,240,1
8301,S176,2016-01-08,2016-01-11,3991,S,3,Lockie Ondricka,conference_room_small,conference,26,0,26,80,15,240,1
8302,L6,2016-01-21,2016-01-23,3992,L,2,Mrs. Taraji Kunze,conference_room_large,wedding,18,15,33,150,50,300,0
8303,X52,2016-01-10,2016-01-14,3993,X,4,Reynaldo Fay,deluxe_room,business,3,1,4,150,3,600,1
8304,X53,2016-01-10,2016-01-14,3993,X,4,Reynaldo Fay,deluxe_room,business,3,1,4,150,3,600,1
8305,X56,2016-01-24,2016-01-27,3994,X,3,Mrs. Brittny Macejkovic,deluxe_room,business,3,0,3,150,3,450,0
8306,L45,2016-02-06,2016-02-09,3995,L,3,Coleman Sauer,conference_room_large,party,26,26,52,150,50,450,1
8307,L46,2016-02-06,2016-02-09,3995,L,3,Coleman Sauer,conference_room_large,party,26,26,52,150,50,450,1
8308,L28,2016-02-26,2016-02-29,3996,L,3,Toni Terry,conference_room_large,wedding,23,31,54,150,50,450,1
8309,L34,2016-02-26,2016-02-29,3996,L,3,Toni Terry,conference_room_large,wedding,23,31,54,150,50,450,1
8310,X43,2016-01-06,2016-01-08,3998,X,2,Adeline Prohaska,deluxe_room,business,3,1,4,150,3,300,1
8311,X44,2016-01-06,2016-01-08,3998,X,2,Adeline Prohaska,deluxe_room,business,3,1,4,150,3,300,1
8312,N203,2016-03-27,2016-03-28,3999,N,1,Arnold Walsh V,normal_room,business,4,1,5,80,1,80,1
8313,N204,2016-03-27,2016-03-28,3999,N,1,Arnold Walsh V,normal_room,business,4,1,5,80,1,80,1
8314,N205,2016-03-27,2016-03-28,3999,N,1,Arnold Walsh V,normal_room,business,4,1,5,80,1,80,1
8315,N206,2016-03-27,2016-03-28,3999,N,1,Arnold Walsh V,normal_room,business,4,1,5,80,1,80,1
8316,N207,2016-03-27,2016-03-28,3999,N,1,Arnold Walsh V,normal_room,business,4,1,5,80,1,80,1
8317,S118,2016-03-14,2016-03-17,4000,S,3,Shyann Swaniawski DVM,conference_room_small,conference,17,0,17,80,15,240,1
8318,S119,2016-03-14,2016-03-17,4000,S,3,Shyann Swaniawski DVM,conference_room_small,conference,17,0,17,80,15,240,1
8319,S112,2016-02-28,2016-03-04,4001,S,5,Dejuan Goldner,conference_room_small,conference,23,0,23,80,15,400,1
8320,S113,2016-02-28,2016-03-04,4001,S,5,Dejuan Goldner,conference_room_small,conference,23,0,23,80,15,400,1
8321,L47,2016-01-31,2016-02-10,4002,L,10,Mr. Raymon Denesik III,conference_room_large,wedding,34,22,56,150,50,1500,1
8322,L48,2016-01-31,2016-02-10,4002,L,10,Mr. Raymon Denesik III,conference_room_large,wedding,34,22,56,150,50,1500,1
8323,X58,2016-01-29,2016-02-02,4003,X,4,Jonnie Stoltenberg,deluxe_room,holiday,5,0,5,150,3,600,1
8324,X59,2016-01-29,2016-02-02,4003,X,4,Jonnie Stoltenberg,deluxe_room,holiday,5,0,5,150,3,600,1
8325,S102,2016-02-25,2016-02-28,4004,S,3,Electa Becker,conference_room_small,wedding,33,27,60,80,15,240,1
8326,S103,2016-02-25,2016-02-28,4004,S,3,Electa Becker,conference_room_small,wedding,33,27,60,80,15,240,1
8327,S104,2016-02-25,2016-02-28,4004,S,3,Electa Becker,conference_room_small,wedding,33,27,60,80,15,240,1
8328,S105,2016-02-25,2016-02-28,4004,S,3,Electa Becker,conference_room_small,wedding,33,27,60,80,15,240,1
8329,D26,2016-03-13,2016-03-18,4006,D,5,Esmeralda Gleichner,double_room,business,1,1,2,100,3,500,0
8330,X64,2016-02-26,2016-03-02,4007,X,5,Ronan Green,deluxe_room,holiday,1,0,1,150,3,750,0
8331,X32,2016-03-30,2016-04-11,4008,X,12,Dr. Anabel Fisher PhD,deluxe_room,holiday,4,1,5,150,3,1800,1
8332,X33,2016-03-30,2016-04-11,4008,X,12,Dr. Anabel Fisher PhD,deluxe_room,holiday,4,1,5,150,3,1800,1
8333,X39,2016-03-16,2016-03-21,4009,X,5,Posey Robel DVM,deluxe_room,holiday,2,1,3,150,3,750,0
8334,S148,2016-02-11,2016-02-14,4010,S,3,Dr. Alex Bins,conference_room_small,wedding,19,30,49,80,15,240,1
